id,subject,metric,games,mean,error,interval,verdict,seed,seats,question,command
ladder.money-margin.random-over-sprinter,random vs sprinter,net per round margin,8010,-13.628664,0.113058,0.221589,separated (Holm),20260819,5,"The same head-to-head pair in dollars a round, so the §3 win-rate ordering is checked in the currency the game is actually played for (RULES.md §4, BUILD-PLAN P48 F2). ⚠️ Where the verdict reads DISAGREES WITH WIN RATE the two orderings part company — a rung banking more while winning fewer rounds.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.money-margin.simple-over-greedy,simple vs greedy,net per round margin,8010,-2.607940,0.160859,0.315279,separated (Holm),20260819,5,"The same head-to-head pair in dollars a round, so the §3 win-rate ordering is checked in the currency the game is actually played for (RULES.md §4, BUILD-PLAN P48 F2). ⚠️ Where the verdict reads DISAGREES WITH WIN RATE the two orderings part company — a rung banking more while winning fewer rounds.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.money-margin.simple-over-cautious,simple vs cautious,net per round margin,8010,-2.951111,0.158992,0.311618,separated (Holm),20260819,5,"The same head-to-head pair in dollars a round, so the §3 win-rate ordering is checked in the currency the game is actually played for (RULES.md §4, BUILD-PLAN P48 F2). ⚠️ Where the verdict reads DISAGREES WITH WIN RATE the two orderings part company — a rung banking more while winning fewer rounds.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.money-margin.simple-over-counting,simple vs counting,net per round margin,8010,-2.833558,0.159409,0.312436,separated (Holm),20260819,5,"The same head-to-head pair in dollars a round, so the §3 win-rate ordering is checked in the currency the game is actually played for (RULES.md §4, BUILD-PLAN P48 F2). ⚠️ Where the verdict reads DISAGREES WITH WIN RATE the two orderings part company — a rung banking more while winning fewer rounds.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.money-margin.simple-over-outs,simple vs outs,net per round margin,8010,-3.965243,0.159304,0.312229,separated (Holm),20260819,5,"The same head-to-head pair in dollars a round, so the §3 win-rate ordering is checked in the currency the game is actually played for (RULES.md §4, BUILD-PLAN P48 F2). ⚠️ Where the verdict reads DISAGREES WITH WIN RATE the two orderings part company — a rung banking more while winning fewer rounds.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.money-margin.simple-over-warden,simple vs warden,net per round margin,8010,-0.913159,0.162911,0.319299,separated (Holm),20260819,5,"The same head-to-head pair in dollars a round, so the §3 win-rate ordering is checked in the currency the game is actually played for (RULES.md §4, BUILD-PLAN P48 F2). ⚠️ Where the verdict reads DISAGREES WITH WIN RATE the two orderings part company — a rung banking more while winning fewer rounds.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.money-margin.simple-over-opportunist,simple vs opportunist,net per round margin,8010,-3.692584,0.159058,0.311748,separated (Holm),20260819,5,"The same head-to-head pair in dollars a round, so the §3 win-rate ordering is checked in the currency the game is actually played for (RULES.md §4, BUILD-PLAN P48 F2). ⚠️ Where the verdict reads DISAGREES WITH WIN RATE the two orderings part company — a rung banking more while winning fewer rounds.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.money-margin.simple-over-angler,simple vs angler,net per round margin,8010,-3.953858,0.159508,0.312630,separated (Holm),20260819,5,"The same head-to-head pair in dollars a round, so the §3 win-rate ordering is checked in the currency the game is actually played for (RULES.md §4, BUILD-PLAN P48 F2). ⚠️ Where the verdict reads DISAGREES WITH WIN RATE the two orderings part company — a rung banking more while winning fewer rounds.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.money-margin.simple-over-sprinter,simple vs sprinter,net per round margin,8010,-4.225818,0.158978,0.311591,separated (Holm),20260819,5,"The same head-to-head pair in dollars a round, so the §3 win-rate ordering is checked in the currency the game is actually played for (RULES.md §4, BUILD-PLAN P48 F2). ⚠️ Where the verdict reads DISAGREES WITH WIN RATE the two orderings part company — a rung banking more while winning fewer rounds.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.money-margin.greedy-over-cautious,greedy vs cautious,net per round margin,8010,-0.003895,0.163623,0.320695,inside the interval,20260819,5,"The same head-to-head pair in dollars a round, so the §3 win-rate ordering is checked in the currency the game is actually played for (RULES.md §4, BUILD-PLAN P48 F2). ⚠️ Where the verdict reads DISAGREES WITH WIN RATE the two orderings part company — a rung banking more while winning fewer rounds.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.money-margin.greedy-over-counting,greedy vs counting,net per round margin,8010,0.190262,0.164385,0.322189,inside the interval,20260819,5,"The same head-to-head pair in dollars a round, so the §3 win-rate ordering is checked in the currency the game is actually played for (RULES.md §4, BUILD-PLAN P48 F2). ⚠️ Where the verdict reads DISAGREES WITH WIN RATE the two orderings part company — a rung banking more while winning fewer rounds.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.money-margin.greedy-over-outs,greedy vs outs,net per round margin,8010,-0.965793,0.166209,0.325763,separated (Holm),20260819,5,"The same head-to-head pair in dollars a round, so the §3 win-rate ordering is checked in the currency the game is actually played for (RULES.md §4, BUILD-PLAN P48 F2). ⚠️ Where the verdict reads DISAGREES WITH WIN RATE the two orderings part company — a rung banking more while winning fewer rounds.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.money-margin.greedy-over-warden,greedy vs warden,net per round margin,8010,1.732534,0.165020,0.323433,separated (Holm),20260819,5,"The same head-to-head pair in dollars a round, so the §3 win-rate ordering is checked in the currency the game is actually played for (RULES.md §4, BUILD-PLAN P48 F2). ⚠️ Where the verdict reads DISAGREES WITH WIN RATE the two orderings part company — a rung banking more while winning fewer rounds.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.money-margin.greedy-over-opportunist,greedy vs opportunist,net per round margin,8010,-0.663870,0.165847,0.325054,separated (Holm),20260819,5,"The same head-to-head pair in dollars a round, so the §3 win-rate ordering is checked in the currency the game is actually played for (RULES.md §4, BUILD-PLAN P48 F2). ⚠️ Where the verdict reads DISAGREES WITH WIN RATE the two orderings part company — a rung banking more while winning fewer rounds.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.money-margin.greedy-over-angler,greedy vs angler,net per round margin,8010,-0.950612,0.166088,0.325526,separated (Holm),20260819,5,"The same head-to-head pair in dollars a round, so the §3 win-rate ordering is checked in the currency the game is actually played for (RULES.md §4, BUILD-PLAN P48 F2). ⚠️ Where the verdict reads DISAGREES WITH WIN RATE the two orderings part company — a rung banking more while winning fewer rounds.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.money-margin.greedy-over-sprinter,greedy vs sprinter,net per round margin,8010,-1.216080,0.164341,0.322103,separated (Holm),20260819,5,"The same head-to-head pair in dollars a round, so the §3 win-rate ordering is checked in the currency the game is actually played for (RULES.md §4, BUILD-PLAN P48 F2). ⚠️ Where the verdict reads DISAGREES WITH WIN RATE the two orderings part company — a rung banking more while winning fewer rounds.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.money-margin.cautious-over-counting,cautious vs counting,net per round margin,8010,0.032160,0.164443,0.322303,inside the interval,20260819,5,"The same head-to-head pair in dollars a round, so the §3 win-rate ordering is checked in the currency the game is actually played for (RULES.md §4, BUILD-PLAN P48 F2). ⚠️ Where the verdict reads DISAGREES WITH WIN RATE the two orderings part company — a rung banking more while winning fewer rounds.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.money-margin.cautious-over-outs,cautious vs outs,net per round margin,8010,-1.035306,0.164541,0.322494,separated (Holm),20260819,5,"The same head-to-head pair in dollars a round, so the §3 win-rate ordering is checked in the currency the game is actually played for (RULES.md §4, BUILD-PLAN P48 F2). ⚠️ Where the verdict reads DISAGREES WITH WIN RATE the two orderings part company — a rung banking more while winning fewer rounds.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.money-margin.cautious-over-warden,cautious vs warden,net per round margin,8010,1.826317,0.164508,0.322430,separated (Holm),20260819,5,"The same head-to-head pair in dollars a round, so the §3 win-rate ordering is checked in the currency the game is actually played for (RULES.md §4, BUILD-PLAN P48 F2). ⚠️ Where the verdict reads DISAGREES WITH WIN RATE the two orderings part company — a rung banking more while winning fewer rounds.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.money-margin.cautious-over-opportunist,cautious vs opportunist,net per round margin,8010,-0.765443,0.164435,0.322287,separated (Holm),20260819,5,"The same head-to-head pair in dollars a round, so the §3 win-rate ordering is checked in the currency the game is actually played for (RULES.md §4, BUILD-PLAN P48 F2). ⚠️ Where the verdict reads DISAGREES WITH WIN RATE the two orderings part company — a rung banking more while winning fewer rounds.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.money-margin.cautious-over-angler,cautious vs angler,net per round margin,8010,-1.029014,0.164554,0.322519,separated (Holm),20260819,5,"The same head-to-head pair in dollars a round, so the §3 win-rate ordering is checked in the currency the game is actually played for (RULES.md §4, BUILD-PLAN P48 F2). ⚠️ Where the verdict reads DISAGREES WITH WIN RATE the two orderings part company — a rung banking more while winning fewer rounds.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.money-margin.cautious-over-sprinter,cautious vs sprinter,net per round margin,8010,-1.178527,0.163060,0.319592,separated (Holm),20260819,5,"The same head-to-head pair in dollars a round, so the §3 win-rate ordering is checked in the currency the game is actually played for (RULES.md §4, BUILD-PLAN P48 F2). ⚠️ Where the verdict reads DISAGREES WITH WIN RATE the two orderings part company — a rung banking more while winning fewer rounds.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.money-margin.counting-over-outs,counting vs outs,net per round margin,8010,-1.042497,0.164637,0.322683,separated (Holm),20260819,5,"The same head-to-head pair in dollars a round, so the §3 win-rate ordering is checked in the currency the game is actually played for (RULES.md §4, BUILD-PLAN P48 F2). ⚠️ Where the verdict reads DISAGREES WITH WIN RATE the two orderings part company — a rung banking more while winning fewer rounds.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.money-margin.counting-over-warden,counting vs warden,net per round margin,8010,1.871461,0.163485,0.320425,separated (Holm),20260819,5,"The same head-to-head pair in dollars a round, so the §3 win-rate ordering is checked in the currency the game is actually played for (RULES.md §4, BUILD-PLAN P48 F2). ⚠️ Where the verdict reads DISAGREES WITH WIN RATE the two orderings part company — a rung banking more while winning fewer rounds.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.money-margin.counting-over-opportunist,counting vs opportunist,net per round margin,8010,-0.670362,0.163716,0.320877,separated (Holm),20260819,5,"The same head-to-head pair in dollars a round, so the §3 win-rate ordering is checked in the currency the game is actually played for (RULES.md §4, BUILD-PLAN P48 F2). ⚠️ Where the verdict reads DISAGREES WITH WIN RATE the two orderings part company — a rung banking more while winning fewer rounds.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.money-margin.counting-over-angler,counting vs angler,net per round margin,8010,-1.033808,0.164983,0.323361,separated (Holm),20260819,5,"The same head-to-head pair in dollars a round, so the §3 win-rate ordering is checked in the currency the game is actually played for (RULES.md §4, BUILD-PLAN P48 F2). ⚠️ Where the verdict reads DISAGREES WITH WIN RATE the two orderings part company — a rung banking more while winning fewer rounds.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.money-margin.counting-over-sprinter,counting vs sprinter,net per round margin,8010,-1.223171,0.163621,0.320692,separated (Holm),20260819,5,"The same head-to-head pair in dollars a round, so the §3 win-rate ordering is checked in the currency the game is actually played for (RULES.md §4, BUILD-PLAN P48 F2). ⚠️ Where the verdict reads DISAGREES WITH WIN RATE the two orderings part company — a rung banking more while winning fewer rounds.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.money-margin.outs-over-warden,outs vs warden,net per round margin,8010,2.707116,0.164398,0.322214,separated (Holm),20260819,5,"The same head-to-head pair in dollars a round, so the §3 win-rate ordering is checked in the currency the game is actually played for (RULES.md §4, BUILD-PLAN P48 F2). ⚠️ Where the verdict reads DISAGREES WITH WIN RATE the two orderings part company — a rung banking more while winning fewer rounds.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.money-margin.outs-over-opportunist,outs vs opportunist,net per round margin,8010,-0.029963,0.163978,0.321392,inside the interval,20260819,5,"The same head-to-head pair in dollars a round, so the §3 win-rate ordering is checked in the currency the game is actually played for (RULES.md §4, BUILD-PLAN P48 F2). ⚠️ Where the verdict reads DISAGREES WITH WIN RATE the two orderings part company — a rung banking more while winning fewer rounds.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.money-margin.outs-over-angler,outs vs angler,net per round margin,8010,-0.194657,0.164978,0.323350,inside the interval,20260819,5,"The same head-to-head pair in dollars a round, so the §3 win-rate ordering is checked in the currency the game is actually played for (RULES.md §4, BUILD-PLAN P48 F2). ⚠️ Where the verdict reads DISAGREES WITH WIN RATE the two orderings part company — a rung banking more while winning fewer rounds.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.money-margin.outs-over-sprinter,outs vs sprinter,net per round margin,8010,-0.450737,0.164123,0.321676,separated (Holm),20260819,5,"The same head-to-head pair in dollars a round, so the §3 win-rate ordering is checked in the currency the game is actually played for (RULES.md §4, BUILD-PLAN P48 F2). ⚠️ Where the verdict reads DISAGREES WITH WIN RATE the two orderings part company — a rung banking more while winning fewer rounds.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.money-margin.warden-over-opportunist,warden vs opportunist,net per round margin,8010,-2.444345,0.165019,0.323431,separated (Holm),20260819,5,"The same head-to-head pair in dollars a round, so the §3 win-rate ordering is checked in the currency the game is actually played for (RULES.md §4, BUILD-PLAN P48 F2). ⚠️ Where the verdict reads DISAGREES WITH WIN RATE the two orderings part company — a rung banking more while winning fewer rounds.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.money-margin.warden-over-angler,warden vs angler,net per round margin,8010,-2.806392,0.166046,0.325445,separated (Holm),20260819,5,"The same head-to-head pair in dollars a round, so the §3 win-rate ordering is checked in the currency the game is actually played for (RULES.md §4, BUILD-PLAN P48 F2). ⚠️ Where the verdict reads DISAGREES WITH WIN RATE the two orderings part company — a rung banking more while winning fewer rounds.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.money-margin.warden-over-sprinter,warden vs sprinter,net per round margin,8010,-2.961199,0.165698,0.324762,separated (Holm),20260819,5,"The same head-to-head pair in dollars a round, so the §3 win-rate ordering is checked in the currency the game is actually played for (RULES.md §4, BUILD-PLAN P48 F2). ⚠️ Where the verdict reads DISAGREES WITH WIN RATE the two orderings part company — a rung banking more while winning fewer rounds.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.money-margin.opportunist-over-angler,opportunist vs angler,net per round margin,8010,-0.369938,0.164185,0.321797,raw only,20260819,5,"The same head-to-head pair in dollars a round, so the §3 win-rate ordering is checked in the currency the game is actually played for (RULES.md §4, BUILD-PLAN P48 F2). ⚠️ Where the verdict reads DISAGREES WITH WIN RATE the two orderings part company — a rung banking more while winning fewer rounds.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.money-margin.opportunist-over-sprinter,opportunist vs sprinter,net per round margin,8010,-0.570487,0.163494,0.320441,separated (Holm),20260819,5,"The same head-to-head pair in dollars a round, so the §3 win-rate ordering is checked in the currency the game is actually played for (RULES.md §4, BUILD-PLAN P48 F2). ⚠️ Where the verdict reads DISAGREES WITH WIN RATE the two orderings part company — a rung banking more while winning fewer rounds.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.money-margin.angler-over-sprinter,angler vs sprinter,net per round margin,8010,-0.386417,0.164062,0.321555,raw only,20260819,5,"The same head-to-head pair in dollars a round, so the §3 win-rate ordering is checked in the currency the game is actually played for (RULES.md §4, BUILD-PLAN P48 F2). ⚠️ Where the verdict reads DISAGREES WITH WIN RATE the two orderings part company — a rung banking more while winning fewer rounds.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.rank.sprinter,sprinter,mean head-to-head margin,45,0.080988,,,8-0-1 beaten/lost/undecided,20260819,5,"Averaged over the field, how many points does this rung beat an opponent by?","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.rank.angler,angler,mean head-to-head margin,45,0.073797,,,6-0-3 beaten/lost/undecided,20260819,5,"Averaged over the field, how many points does this rung beat an opponent by?","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.rank.outs,outs,mean head-to-head margin,45,0.071733,,,6-1-2 beaten/lost/undecided,20260819,5,"Averaged over the field, how many points does this rung beat an opponent by?","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.rank.opportunist,opportunist,mean head-to-head margin,45,0.066325,,,6-1-2 beaten/lost/undecided,20260819,5,"Averaged over the field, how many points does this rung beat an opponent by?","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.rank.greedy,greedy,mean head-to-head margin,45,0.046242,,,3-4-2 beaten/lost/undecided,20260819,5,"Averaged over the field, how many points does this rung beat an opponent by?","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.rank.cautious,cautious,mean head-to-head margin,45,0.046087,,,3-4-2 beaten/lost/undecided,20260819,5,"Averaged over the field, how many points does this rung beat an opponent by?","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.rank.counting,counting,mean head-to-head margin,45,0.045310,,,3-4-2 beaten/lost/undecided,20260819,5,"Averaged over the field, how many points does this rung beat an opponent by?","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.rank.warden,warden,mean head-to-head margin,45,0.000407,,,2-7-0 beaten/lost/undecided,20260819,5,"Averaged over the field, how many points does this rung beat an opponent by?","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.rank.simple,simple,mean head-to-head margin,45,-0.032937,,,1-8-0 beaten/lost/undecided,20260819,5,"Averaged over the field, how many points does this rung beat an opponent by?","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.rank.random,random,mean head-to-head margin,45,-0.397951,,,0-9-0 beaten/lost/undecided,20260819,5,"Averaged over the field, how many points does this rung beat an opponent by?","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
harness.null-test.sprinter,sprinter,win rate,8010,0.197953,0.002063,0.004044,holds,20260819,5,"A strategy against a copy of itself must win 20.0% of the games. Anything else is the apparatus, not the strategy.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
harness.null-test.sprinter#mirror,sprinter#mirror,win rate,8010,0.202047,0.002063,0.004044,holds,20260819,5,"A strategy against a copy of itself must win 20.0% of the games. Anything else is the apparatus, not the strategy.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
pairing.within-cell.random vs simple,random vs simple,standard error ratio,8010,1.012880,,,pairing widens,20260819,5,"Paired standard error over independent, on the same data. Below one is variance reduction; above one means the independent formula was understating it.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
pairing.within-cell.random vs greedy,random vs greedy,standard error ratio,8010,1.015160,,,pairing widens,20260819,5,"Paired standard error over independent, on the same data. Below one is variance reduction; above one means the independent formula was understating it.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
pairing.within-cell.random vs cautious,random vs cautious,standard error ratio,8010,1.014602,,,pairing widens,20260819,5,"Paired standard error over independent, on the same data. Below one is variance reduction; above one means the independent formula was understating it.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
pairing.within-cell.random vs counting,random vs counting,standard error ratio,8010,1.015040,,,pairing widens,20260819,5,"Paired standard error over independent, on the same data. Below one is variance reduction; above one means the independent formula was understating it.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
pairing.within-cell.random vs outs,random vs outs,standard error ratio,8010,1.013963,,,pairing widens,20260819,5,"Paired standard error over independent, on the same data. Below one is variance reduction; above one means the independent formula was understating it.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
pairing.within-cell.random vs warden,random vs warden,standard error ratio,8001,1.026647,,,pairing widens,20260819,5,"Paired standard error over independent, on the same data. Below one is variance reduction; above one means the independent formula was understating it.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
pairing.within-cell.random vs opportunist,random vs opportunist,standard error ratio,8009,1.014529,,,pairing widens,20260819,5,"Paired standard error over independent, on the same data. Below one is variance reduction; above one means the independent formula was understating it.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
pairing.within-cell.random vs angler,random vs angler,standard error ratio,8010,1.013963,,,pairing widens,20260819,5,"Paired standard error over independent, on the same data. Below one is variance reduction; above one means the independent formula was understating it.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
pairing.within-cell.random vs sprinter,random vs sprinter,standard error ratio,8010,1.014282,,,pairing widens,20260819,5,"Paired standard error over independent, on the same data. Below one is variance reduction; above one means the independent formula was understating it.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
pairing.within-cell.simple vs greedy,simple vs greedy,standard error ratio,8010,1.409971,,,pairing widens,20260819,5,"Paired standard error over independent, on the same data. Below one is variance reduction; above one means the independent formula was understating it.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
pairing.within-cell.simple vs cautious,simple vs cautious,standard error ratio,8010,1.409190,,,pairing widens,20260819,5,"Paired standard error over independent, on the same data. Below one is variance reduction; above one means the independent formula was understating it.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
pairing.within-cell.simple vs counting,simple vs counting,standard error ratio,8010,1.409312,,,pairing widens,20260819,5,"Paired standard error over independent, on the same data. Below one is variance reduction; above one means the independent formula was understating it.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
pairing.within-cell.simple vs outs,simple vs outs,standard error ratio,8010,1.404898,,,pairing widens,20260819,5,"Paired standard error over independent, on the same data. Below one is variance reduction; above one means the independent formula was understating it.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
pairing.within-cell.simple vs warden,simple vs warden,standard error ratio,8010,1.413599,,,pairing widens,20260819,5,"Paired standard error over independent, on the same data. Below one is variance reduction; above one means the independent formula was understating it.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
